lyrics,emotion
namun didalam hatiku sungguh engkau hidup,sedih
kutahankan rasa cinta ini,sedih
engkau masih kekasihku,sedih
dan kuberharap semua ini,sedih
bukanlah kekeliruan seperti yang kukira,sedih
akan menjadi doa untukmu,sedih
engkau masih kekasihku,sedih
andai saja waktu bisa terulang kembali,sedih
akan kuserahkan hidupku ini disisimu,sedih
namun aku tau itu takkan mungkin terjadi,sedih
rasa ini menyiksaku sungguh sungguh menyiksaku,sedih
engkau masih kekasihku,sedih
engkau masih kekasihku,sedih
engkau masih kekasihku,sedih
engkau masih kekasihku,sedih
. jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. tidak bisa kutahan lagi angin. untuk semua kenangan yang berlalu. hembuskan sepi merobek hati. meski raga ini tidak lagi milikmu. namun didalam hatiku sungguh engkau hidup. entah sampai kapan. kutahankan rasa cinta ini. jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. dan kuberharap semua ini. bukanlah kekeliruan seperti yang kukira. seumur hidupku. akan menjadi doa untukmu. jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. andai saja waktu bisa terulang kembali. akan kuserahkan hidupku ini disisimu. namun aku tau itu takkan mungkin terjadi. rasa ini menyiksaku sungguh sungguh menyiksaku. jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. kau masih kekasihku. kau masih kekasihku. kau masih kekasihku. kau masih kekasihku. jauh dilubuk hatiku . reff . jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. reff . jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku. reff . jauh dilubuk hatiku. masih terukir namamu. jauh didasar jiwaku. engkau masih kekasihku,sedih
apa salahku apa salah ibuku,sedih
hidupku dirundung pilu,sedih
tidak ada yang mau dan menginginkan aku,sedih
untuk jadi pengobat pilu,sedih
untuk jadi penawar rindu,sedih
untuk jadi kekasih hatiku,sedih
timur ke barat selatan ke utara,sedih
tidak juga aku berjumpa,sedih
dari musim duren hingga musim rambutan,sedih
tidak kunjung aku dapatkan,sedih
tidak jua aku temukan,sedih
oh tuhan inikah cobaan,sedih
ibu ibu bapak bapak siapa yang punya anak,sedih
bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong aku kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
timur ke barat selatan ke utara,sedih
tidak juga aku berjumpa,sedih
dari musim duren hingga musim rambutan,sedih
tidak kunjung aku dapatkan,sedih
tidak jua aku temukan,sedih
oh tuhan inikah cobaan,sedih
ibu ibu bapak bapak siapa yang punya anak,sedih
bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong aku kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
bilang bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku wo o o oh,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong ah kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
siapa yang mau wo o o oh,sedih
aku tidak laku laku wo o o oh,sedih
aku tidak laku laku wo o o oh,sedih
ibu ibu bapak bapak siapa yang punya anak,sedih
bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong aku kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
ibu ibu bapak bapak siapa yang punya anak,sedih
bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong aku kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
ibu ibu bapak bapak siapa yang punya anak,sedih
bilang aku aku yang tengah malu,sedih
kar nya cuma diriku yang tidak laku laku,sedih
pengumuman pengumuman siapa yang mau bantu,sedih
tolong aku kasihani aku,sedih
tolong carikan diriku kekasih hatiku,sedih
. apa salahku apa salah ibuku . hidupku dirundung pilu. tidak ada yang mau dan menginginkan aku. untuk jadi pengobat pilu. untuk jadi penawar rindu. untuk jadi kekasih hatiku. timur ke barat selatan ke utara. tidak juga aku berjumpa. dari musim duren hingga musim rambutan. tidak kunjung aku dapatkan. tidak jua aku temukan. oh tuhan inikah cobaan . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau . timur ke barat selatan ke utara. tidak juga aku berjumpa. dari musim duren hingga musim rambutan. tidak kunjung aku dapatkan. tidak jua aku temukan. oh tuhan inikah cobaan . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau uh uh. ibu bapak punya anak. bilang bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku wo o o oh. pengumuman pengumuman siapa yang mau bantu . tolong ah kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau wo o o oh. aku tidak laku laku wo o o oh. aku tidak laku laku wo o o oh. aku tidak laku laku . reff . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau . reff . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau . reff . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau,sedih
yang pernah menyakiti aku,sedih
tapi kumaafkan salahmu mm hm,sedih
tapi apa yang terjadi,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
yang pernah kubuat mm hm ah,sedih
yang pernah menyakiti aku,sedih
tapi kumaafkan salahmu oh,sedih
tapi apa yang terjadi lah lah lah lah,sedih
kau meninggalkanku lah lah lah lah,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
mengapa kau begitu mudahnya no no wo wo,sedih
berpikir hanya dalam waktu yang sekejap mata,sedih
aku tahu hanya bibirmu yang bicara,sedih
tapi hati kecilmu masih mencintaiku oh,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
untuk terakhir kalinya kalinya,sedih
semalam saja bersamamu,sedih
mengenang asmara kita,sedih
semoga kita tidak berpisah,sedih
dan kau maafkan kesalahan,sedih
. siap . one two three ah. ingatkah akan dirimu. yang pernah menyakiti aku . kau kecewakan aku. tapi kumaafkan salahmu mm hm. kini berganti kisah. aku menyakiti dirimu. tapi apa yang terjadi. kau meninggalkanku. izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat mm hm ah. ingatkah akan dirimu. yang pernah menyakiti aku . kau kecewakan aku. tapi kumaafkan salahmu oh. kini berganti kisah. aku menyakiti dirimu. tapi apa yang terjadi lah lah lah lah . kau meninggalkanku lah lah lah lah . izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat. mengapa kau begitu mudahnya no no wo wo . berpikir hanya dalam waktu yang sekejap mata . aku tahu hanya bibirmu yang bicara. tapi hati kecilmu masih mencintaiku oh. izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat. oh izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat. ya . reff . izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat. reff . izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat. reff . izinkan aku. untuk terakhir kalinya kalinya . semalam saja bersamamu. mengenang asmara kita. dan aku pun berharap. semoga kita tidak berpisah. dan kau maafkan kesalahan. yang pernah kubuat,sedih
bagaikan langit di sore hari,bahagia
berwarna biru sebiru hatiku,bahagia
menanti kabar yang aku tunggu,bahagia
peluk dan cium hangatnya untukku,bahagia
bagaikan langit di sore hari,bahagia
berwarna biru sebiru hatiku,bahagia
menanti kabar yang aku tunggu,bahagia
peluk dan cium hangatnya untukku,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
bagaikan langit di sore hari,bahagia
berwarna biru sebiru hatiku,bahagia
menanti kabar yang aku tunggu,bahagia
peluk dan cium hangatnya untukku,bahagia
bagaikan langit di sore hari,bahagia
berwarna biru sebiru hatiku,bahagia
menanti kabar yang aku tunggu,bahagia
peluk dan cium hangatnya untukku,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
sandarkan aku di bahumu,bahagia
agar kurasa rindunya hati,bahagia
teredakan sudah hadirmu sayang,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
sandarkan aku di bahumu,bahagia
agar kurasa rindunya hati,bahagia
teredakan sudah hadirmu sayang,bahagia
tenangkan diriku hu hu hu,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
yang terindah mewarnai bumi,bahagia
yang kucinta menjanjikan aku,bahagia
terbang ke atas ke langit ketujuh,bahagia
. bagaikan langit di sore hari. berwarna biru sebiru hatiku. menanti kabar yang aku tunggu. peluk dan cium hangatnya untukku. bagaikan langit di sore hari. berwarna biru sebiru hatiku. menanti kabar yang aku tunggu. peluk dan cium hangatnya untukku. oh asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu. bagaikan langit di sore hari. berwarna biru sebiru hatiku. menanti kabar yang aku tunggu. peluk dan cium hangatnya untukku. bagaikan langit di sore hari. berwarna biru sebiru hatiku. menanti kabar yang aku tunggu. peluk dan cium hangatnya untukku. oh asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu. oh dewi cinta. sandarkan aku di bahumu. agar kurasa rindunya hati. teredakan sudah hadirmu sayang. tenangkan diriku. oh asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu. ow ow. oh asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu hu hu hu. oh dewi cinta. sandarkan aku di bahumu. agar kurasa rindunya hati. teredakan sudah hadirmu sayang. tenangkan diriku hu hu hu. ho ho asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu . reff . oh asmara. yang terindah mewarnai bumi. yang kucinta menjanjikan aku. terbang ke atas ke langit ketujuh. bersamamu,bahagia
kau datang tidak kala sinar senjaku telah redup,sedih
dan pamit ketika purnamaku penuh seutuhnya,sedih
kau yang singgah tapi tidak sungguh,sedih
kau yang singgah tapi tidak sungguh,sedih
nyatanya kau cuma aku sewa,sedih
dari tubuh seorang perempuan,sedih
yang memintamu untuk pulang,sedih
nyatanya kau cuma aku sewa,sedih
dari tubuh seorang perempuan,sedih
yang memintamu untuk pulang,sedih
kau datang tidak kala sinar senjaku telah redup. dan pamit ketika purnamaku penuh seutuhnya. kau yang singgah tapi tidak sungguh. kau yang singgah tapi tidak sungguh. kukira kau rumah. nyatanya kau cuma aku sewa. dari tubuh seorang perempuan. yang memintamu untuk pulang. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kukira kau rumah. nyatanya kau cuma aku sewa. dari tubuh seorang perempuan. yang memintamu untuk pulang. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah reff . kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. reff . kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah. kau bukan rumah,sedih
padamu pemilik hati yang tidak pernah aku miliki,marah
yang hadir sebagai bagian dari kisah hidupku,marah
engkau aku cinta dengan segenap rasa di hati,marah
sih lalu aku mencoba menjadi seperti yang engkau meminta,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya kujalani kisah cinta sendiri,marah
cinta itu tidak lagi berharga,marah
semua percuma bila engkau tidak punya ikatan,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya aku jalani kisah,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya kujalani kisah cinta sendiri,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya kujalani kisah cinta sendiri,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya aku jalani kisah,marah
aku tahu engkau sebenarnya tahu,marah
tapi kau memilih seolah engkau tidak tahu,marah
kau sembunyikan rasa cintaku,marah
di balik topeng persahabatanmu yang palsu,marah
kau jadikan aku kekasih bayangan,marah
untuk menemani saat kau merasa sepi,marah
bertahun lamanya kujalani kisah cinta sendiri,marah
padamu pemilik hati yang tidak pernah aku miliki. yang hadir sebagai bagian dari kisah hidupku. engkau aku cinta dengan segenap rasa di hati. sih lalu aku mencoba menjadi seperti yang engkau meminta. aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya kujalani kisah cinta sendiri. mungkin memang benar. cinta itu tidak lagi berharga. semua percuma bila engkau tidak punya ikatan. aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya aku jalani kisah. cinta sendiri. cinta sendiri. oh. aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya kujalani kisah cinta sendiri. cinta sendiri reff . aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya kujalani kisah cinta sendiri. reff . aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya aku jalani kisah. cinta sendiri. cinta sendiri. oh. reff . aku tahu engkau sebenarnya tahu. tapi kau memilih seolah engkau tidak tahu. kau sembunyikan rasa cintaku. di balik topeng persahabatanmu yang palsu. kau jadikan aku kekasih bayangan. untuk menemani saat kau merasa sepi. bertahun lamanya kujalani kisah cinta sendiri. cinta sendiri,marah
