lyrics,emotion,lirik_clean
berkali kali kau katakan sendiri,marah,kali kali kau kata sendiri
percuma saja kini hanya mengundang perih,marah,percuma kini undang perih
cukup tahu aku dirimu,marah,cukup tahu aku diri
cukup sakit aku rasakan kini,marah,cukup sakit aku rasa kini
janji yang selalu aku ingat hingga mati,marah,janji selalu aku ingat hingga mati
kau setia hingga aku kembali,marah,kau setia hingga aku
berkali kali kau katakan sendiri,marah,kali kali kau kata sendiri
percuma saja kini hanya mengundang perih,marah,percuma kini undang perih
buang saja kau buang cinta yang kemarin,marah,buang kau buang cinta kemarin
perasaan tidak mungkin percayamu lagi,marah,asa mungkin percaya
cukup tahu aku dirimu,marah,cukup tahu aku diri
cukup sakit aku rasakan kini,marah,cukup sakit aku rasa kini
percuma saja kini hanya mengundang perih,marah,percuma kini undang perih
buang saja kau buang cinta yang kemarin,marah,buang kau buang cinta kemarin
tinggalkan saja diriku,marah,tinggal diri
cukup tahu aku dirimu,marah,cukup tahu aku diri
cukup sakit aku rasakan kini,marah,cukup sakit aku rasa kini
percuma saja kini hanya mengundang perih,marah,percuma kini undang perih
cukup tahu aku dirimu,marah,cukup tahu aku diri
cukup sakit aku rasakan kini,marah,cukup sakit aku rasa kini
terima kasih untuk luka yang kau beri. aku tidak percaya kau tlah begini. dulu kau menjadi malaikat di hati. sampai hati kau telah begini. berkali kali kau katakan sendiri. kini aku tlah benci. cintaku telah pergi. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. cukup tahu aku dirimu. cukup sakit aku rasakan kini. janji yang selalu aku ingat hingga mati. kau setia hingga aku kembali. berkali kali kau katakan sendiri. kini aku tlah benci. cintaku telah pergi. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. buang saja kau buang cinta yang kemarin. perasaan tidak mungkin percayamu lagi. cukup tahu aku dirimu. cukup sakit aku rasakan kini. pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. buang saja kau buang cinta yang kemarin. oh percayamu lagi. tinggalkan saja diriku. semua kan percuma. cukup tahu aku dirimu. cukup sakit aku rasakan kini pergi saja kau pergi. tidak usah kembali. percuma saja kini hanya mengundang perih. cukup tahu aku dirimu. cukup sakit aku rasakan kini,marah,terima kasih luka kau beri aku percaya kau tlah begini dulu kau jadi malaikat hati hati kau begini kali kali kau kata sendiri kini aku tlah benci cinta pergi pergi kau pergi usah percuma kini undang perih cukup tahu aku diri cukup sakit aku rasa kini janji selalu aku ingat hingga mati kau setia hingga aku kali kali kau kata sendiri kini aku tlah benci cinta pergi pergi kau pergi usah percuma kini undang perih buang kau buang cinta kemarin asa mungkin percaya cukup tahu aku diri cukup sakit aku rasa kini pergi kau pergi usah percuma kini undang perih buang kau buang cinta kemarin percaya tinggal diri semua kan percuma cukup tahu aku diri cukup sakit aku rasa kini pergi kau pergi usah percuma kini undang perih cukup tahu aku diri cukup sakit aku rasa kini
teruntuk kamu hidup dan matiku,bahagia,untuk kamu hidup mati
aku tidak tahu lagi harus dengan kata apa aku menuliskannya,bahagia,aku tahu harus kata apa aku tulis
atau dengan kalimat apa aku mengungkapkannya,bahagia,dengan kalimat apa aku ungkap
karena untuk kepergian kalinya,bahagia,untuk pergi kali
kau buat aku kembali percaya akan kata cinta,bahagia,kau buat aku percaya kata cinta
dan benar bahwa cinta masih berkuasa diatas segalanya,bahagia,benar cinta kuasa atas segala
ketika hati yang mudah rapuh ini,bahagia,hati mudah rapuh
diuji oleh duniawi diuji oleh materi,bahagia,uji duniawi uji materi
untuk kesekian kali lagi lagi dan lagi,bahagia,sekian kali lagi lagi
kutuliskan kenangan tentang,bahagia,tulis kenang
caraku menemukan dirimu,bahagia,cara temu diri
tentang apa yang membuatku mudah,bahagia,apa buat mudah
berikan hatiku padamu,bahagia,ikan hati pada
takkan habis sejuta lagu,bahagia,tak habis juta lagu
untuk menceritakan cantikmu,bahagia,cerita cantik
kan teramat panjang puisi,bahagia,kan amat panjang puisi
untuk menyuratkan cinta ini,bahagia,surat cinta
telah habis sudah cinta ini,bahagia,habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
aku pernah berpikir tentang,bahagia,aku pernah pikir
hidupku tanpa ada dirimu,bahagia,hidup ada diri
dapatkah lebih indah dari,bahagia,dapat lebih indah
yang kujalani sampai kini,bahagia,jalan kini
aku selalu bermimpi tentang,bahagia,aku selalu mimpi
indah hari tua bersamamu,bahagia,indah hari tua sama
tetap cantik rambut panjangmu,bahagia,tetap cantik rambut panjang
meskipun nanti tidak hitam lagi,bahagia,meski tidak hitam
bila habis sudah waktu ini,bahagia,bila habis waktu
tidak lagi berpijak pada dunia,bahagia,lagi pijak dunia
sisa hidupku hanya untukmu,bahagia,sisa hidup untuk
dan tlah habis sudah cinta ini,bahagia,tlah habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
sampai waktu terhenti,bahagia,waktu henti
bila habis sudah waktu ini,bahagia,bila habis waktu
tidak lagi berpijak pada dunia,bahagia,lagi pijak dunia
sisa hidupku hanya untukmu,bahagia,sisa hidup untuk
tlah habis sudah cinta ini,bahagia,tlah habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
telah habis sudah cinta ini,bahagia,habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
bila habis sudah waktu ini,bahagia,bila habis waktu
tidak lagi berpijak pada dunia,bahagia,lagi pijak dunia
sisa hidupku hanya untukmu,bahagia,sisa hidup untuk
dan tlah habis sudah cinta ini,bahagia,tlah habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
bila habis sudah waktu ini,bahagia,bila habis waktu
tidak lagi berpijak pada dunia,bahagia,lagi pijak dunia
sisa hidupku hanya untukmu,bahagia,sisa hidup untuk
tlah habis sudah cinta ini,bahagia,tlah habis cinta
tidak lagi tersisa untuk dunia,bahagia,lagi sisa dunia
karena tlah kuhabiskan,bahagia,tlah habis
sisa cintaku hanya untukmu,bahagia,sisa cinta untuk
teruntuk kamu hidup dan matiku. aku tidak tahu lagi harus dengan kata apa aku menuliskannya. atau dengan kalimat apa aku mengungkapkannya. karena untuk kepergian kalinya. kau buat aku kembali percaya akan kata cinta. dan benar bahwa cinta masih berkuasa diatas segalanya. ketika hati yang mudah rapuh ini. diuji oleh duniawi diuji oleh materi. untuk kesekian kali lagi lagi dan lagi. kutuliskan kenangan tentang. caraku menemukan dirimu. tentang apa yang membuatku mudah. berikan hatiku padamu. takkan habis sejuta lagu. untuk menceritakan cantikmu. kan teramat panjang puisi. untuk menyuratkan cinta ini. telah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. aku pernah berpikir tentang. hidupku tanpa ada dirimu. dapatkah lebih indah dari. yang kujalani sampai kini. aku selalu bermimpi tentang. indah hari tua bersamamu. tetap cantik rambut panjangmu. meskipun nanti tidak hitam lagi. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. dan tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. untukmu. hidup dan matiku. bila musim berganti. sampai waktu terhenti. walau dunia membenci. aku kan tetap disini. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. karena tlah kuhabiskan. sisa cintaku hanya untukmu telah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. dan tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu. bila habis sudah waktu ini. tidak lagi berpijak pada dunia. telah aku habiskan. sisa hidupku hanya untukmu. tlah habis sudah cinta ini. tidak lagi tersisa untuk dunia. karena tlah kuhabiskan. sisa cintaku hanya untukmu,bahagia,untuk kamu hidup mati aku tahu harus kata apa aku tulis dengan kalimat apa aku ungkap pergi kali kau buat aku percaya kata cinta benar cinta kuasa atas segala hati mudah rapuh uji duniawi uji materi sekian kali tulis kenang cara temu diri apa buat mudah ikan hati pada tak habis juta lagu cerita cantik kan amat panjang puisi surat cinta habis cinta tidak sisa dunia tlah habis sisa cinta untuk aku pernah pikir hidup ada diri dapat lebih indah yang jalan kini aku selalu mimpi indah hari tua sama tetap cantik rambut panjang meski tidak hitam bila habis waktu tidak pijak dunia aku habis sisa hidup untuk tlah habis cinta tidak sisa dunia tlah habis sisa cinta untuk untuk hidup mati bila musim ganti waktu henti dunia benci aku kan tetap sini bila habis waktu tidak pijak dunia aku habis sisa hidup untuk tlah habis cinta tidak sisa dunia tlah habis sisa cinta untuk tlah habis sisa cinta untuk habis cinta tidak sisa dunia tlah habis sisa cinta untuk bila habis waktu tidak pijak dunia aku habis sisa hidup untuk tlah habis cinta tidak sisa dunia tlah habis sisa cinta untuk bila habis waktu tidak lagi pijak dunia telah aku habis sisa hidup untuk tlah habis cinta tidak lagi sisa untuk dunia tlah habis sisa cinta untuk
kulepas semua yang kuinginkan,sedih,lepas semua ingin
maafkan jika kau kusayangi,sedih,maaf kau sayang
pernahkah engkau coba mengerti,sedih,pernah engkau coba erti
mungkinkah jika aku bermimpi,sedih,mungkin aku mimpi
salahkah untuk menanti,sedih,salah nanti
takkan lelah aku menanti,sedih,tak lelah aku nanti
takkan hilang cintaku ini,sedih,tak hilang cinta
hingga saat kau tidak kembali,sedih,hingga kau kembali
kan kukenang di hati saja,sedih,kan kenang hati
kau telah tinggalkan hati yang terdalam,sedih,kau tinggal hati dalam
hingga tiada cinta yang tersisa di jiwa,sedih,hingga tiada cinta sisa jiwa
takkan lelah aku menanti,sedih,tak lelah aku nanti
takkan hilang cintaku ini,sedih,tak hilang cinta
hingga saat kau tidak kembali,sedih,hingga kau kembali
kan kukenang di hati saja,sedih,kan kenang hati
kulepas semua yang kuinginkan. tidak akan kuulangi. maafkan jika kau kusayangi. dan bila kumenanti. pernahkah engkau coba mengerti. lihatlah aku di sini. mungkinkah jika aku bermimpi. salahkah untuk menanti. takkan lelah aku menanti. takkan hilang cintaku ini. hingga saat kau tidak kembali. kan kukenang di hati saja. kau telah tinggalkan hati yang terdalam. hingga tiada cinta yang tersisa di jiwa takkan lelah aku menanti. takkan hilang cintaku ini. hingga saat kau tidak kembali. kan kukenang di hati saja,sedih,lepas semua ingin akan ulang maaf kau sayang bila nanti pernah engkau coba erti lihat aku sini mungkin aku mimpi salah nanti tak lelah aku nanti tak hilang cinta hingga kau kembali kan kenang hati kau tinggal hati dalam hingga tiada cinta sisa jiwa tak lelah aku nanti tak hilang cinta hingga kau kembali kan kenang hati
malam ini hujan turun lagi,sedih,malam hujan turun
bersama kenangan yang ungkit luka di hati,sedih,sama kenang ungkit luka hati
luka yang harusnya dapat terobati,sedih,luka harus obat
yang aku harap tiada pernah terjadi,sedih,aku harap tiada pernah jadi
aku ingat saat ayah pergi dan kami mulai kelaparan,sedih,aku ingat ayah pergi kami mulai lapar
hal yang biasa buat aku hidup di jalanan,sedih,yang biasa buat aku hidup jalan
disaat aku belum mengerti arti sebuah perceraian,sedih,saat aku erti arti buah cerai
yang hancurkan semua hal indah yang dulu pernah aku miliki,sedih,hancur semua indah dulu pernah aku milik
wajar bila saat ini aku iri pada kalian,sedih,wajar bila ini aku iri kalian
yang hidup bahagia berkat suasana indah dalam rumah,sedih,hidup bahagia berkat suasana indah rumah
hal yang selalu aku bandingkan dengan hidupku yang kelam,sedih,selalu aku banding hidup yang kelam
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
mungkin sejenak dapat aku lupakan,sedih,mungkin jenak aku lupa
dengan minuman keras yang saat ini aku genggam,sedih,minum keras saat aku genggam
atau menggoreskan kaca di lenganku,sedih,gores kaca lengan
apapun kan aku lakukan aku ingin lupakan,sedih,apa kan aku laku aku lupa
namun bila aku mulai sadar dari sisa mabuk semalam,sedih,bila aku mulai sadar sisa mabuk malam
perihnya luka ini semakin dalam aku rasakan,sedih,perih luka makin aku rasa
disaat aku telah mengerti betapa indah dicintai,sedih,saat aku erti betapa indah cinta
hal yang tidak pernah aku dapatkan sejak aku hidup di jalanan,sedih,yang pernah aku dapat sejak aku hidup jalan
wajar bila saat ini aku iri pada kalian,sedih,wajar bila ini aku iri kalian
yang hidup bahagia berkat suasana indah dalam rumah,sedih,hidup bahagia berkat suasana indah rumah
hal yang selalu aku bandingkan dengan hidupku yang kelam,sedih,selalu aku banding hidup yang kelam
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
aku iri pada kalian yang hidup,sedih,aku iri kalian hidup
bahagian berkat suasana indah dalam rumah,sedih,bahagian berkat suasana indah rumah
hal yang selalu aku bandingkan dengan hidup aku yang kelam,sedih,selalu aku banding hidup aku yang kelam
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
wajar bila saat ini aku iri pada kalian,sedih,wajar bila ini aku iri kalian
yang hidup bahagia berkat suasana indah dalam rumah,sedih,hidup bahagia berkat suasana indah rumah
hal yang selalu aku bandingkan dengan hidupku yang kelam,sedih,selalu aku banding hidup yang kelam
tiada harga diri agar hidupku terus bertahan,sedih,tiada harga diri hidup terus tahan
malam ini hujan turun lagi. bersama kenangan yang ungkit luka di hati. luka yang harusnya dapat terobati. yang aku harap tiada pernah terjadi. aku ingat saat ayah pergi dan kami mulai kelaparan. hal yang biasa buat aku hidup di jalanan. disaat aku belum mengerti arti sebuah perceraian. yang hancurkan semua hal indah yang dulu pernah aku miliki. wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan. mungkin sejenak dapat aku lupakan. dengan minuman keras yang saat ini aku genggam. atau menggoreskan kaca di lenganku. apapun kan aku lakukan aku ingin lupakan. namun bila aku mulai sadar dari sisa mabuk semalam. perihnya luka ini semakin dalam aku rasakan. disaat aku telah mengerti betapa indah dicintai. hal yang tidak pernah aku dapatkan sejak aku hidup di jalanan. wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan. wajar bila saat ini . aku iri pada kalian yang hidup. bahagian berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidup aku yang kelam. tiada harga diri agar hidupku terus bertahan. tiada harga diri agar hidupku terus bertahan. tiada harga diri agar hidupku terus bertahan wajar bila saat ini aku iri pada kalian. yang hidup bahagia berkat suasana indah dalam rumah. hal yang selalu aku bandingkan dengan hidupku yang kelam. tiada harga diri agar hidupku terus bertahan,sedih,malam hujan turun sama kenang ungkit luka hati luka harus obat aku harap tiada pernah jadi aku ingat ayah pergi kami mulai lapar biasa buat aku hidup jalan saat aku erti arti buah cerai hancur semua indah dulu pernah aku milik wajar bila aku iri kalian hidup bahagia berkat suasana indah rumah selalu aku banding hidup kelam tiada harga diri hidup terus tahan mungkin jenak aku lupa minum keras aku genggam gores kaca lengan apa kan aku laku aku lupa bila aku mulai sadar sisa mabuk malam perih luka ini makin aku rasa saat aku erti betapa indah cinta pernah aku dapat sejak aku hidup jalan wajar bila ini aku iri kalian hidup bahagia berkat suasana indah rumah selalu aku banding hidup kelam tiada harga diri hidup terus tahan wajar bila ini aku iri kalian yang hidup bahagian berkat suasana indah rumah yang selalu aku banding hidup aku yang kelam tiada harga diri hidup terus tahan tiada harga diri hidup terus tahan tiada harga diri hidup terus tahan wajar bila saat ini aku iri kalian yang hidup bahagia berkat suasana indah rumah yang selalu aku banding hidup yang kelam tiada harga diri hidup terus tahan
